Dagsetning,Land,Fjöldi sem nýtur tímabundinnar verndar,Nýjar veitingar á tímabundinni vernd,Nýir umsækjendur um hæli,Umsækjendur um hæli í bið eftir niðurstöðu,Ákvarðanir teknar um hæli,Einstaklingum veitt hæli,Hlutfall jákvæðra ákvarðana
2022-06-01,Svíþjóð,36785,2155,1775,17260,1258.888888888889,367.22222222222223,0.2914461530636073
2022-07-01,Svíþjóð,39315,2540,1550,17735,1245,348.3333333333333,0.2797858099062918
2022-08-01,Svíþjóð,41565,2235,1740,18060,1457.2222222222224,406.1111111111111,0.2789360374279324
2022-09-01,Svíþjóð,43045,1475,2020,17770,1669.4444444444443,463.88888888888886,0.2780862649495729
2022-10-01,Svíþjóð,44495,1445,1725,17265,1881.6666666666667,521.6666666666666,0.27723649247121346
2022-11-01,Svíþjóð,46055,1545,1750,16765,1871.6666666666667,529.4444444444445,0.2829341392952404
2022-12-01,Svíþjóð,46305,1310,1595,16545,1861.6666666666667,537.2222222222223,0.2886317861192674
2023-01-01,Svíþjóð,47320,1065,1605,15960,1851.6666666666667,545,0.29432943294329433
2023-02-01,Svíþjóð,48365,930,1515,15190,1769.4444444444443,521.1111111111111,0.29452353335021975
2023-03-01,Svíþjóð,24720,1115,1545,14335,1687.2222222222224,497.22222222222223,0.2947176337571452
2023-04-01,Svíþjóð,33360,725,1215,14000,1605,473.3333333333333,0.2949117341640706
2023-05-01,Svíþjóð,36930,1180,1405,13315,1517.7777777777776,427.77777777777777,0.2801479385742274
2023-06-01,Svíþjóð,39195,1395,1340,12335,1430.5555555555557,382.22222222222223,0.2653841429843842
2023-07-01,Svíþjóð,40255,1010,1295,12640,1343.3333333333333,336.6666666666667,0.2506203473945409
2023-08-01,Svíþjóð,41175,900,1380,12590,1424.4444444444443,356.6666666666667,0.25041356492969397
2023-09-01,Svíþjóð,41920,720,1340,11860,1505.5555555555557,376.6666666666667,0.25020678246484696
2023-10-01,Svíþjóð,42535,610,1420,11240,1586.6666666666667,396.6666666666667,0.25
2023-11-01,Svíþjóð,43130,590,1325,10395,NA,NA,NA
2023-12-01,Svíþjóð,43710,585,1085,10035,NA,NA,NA
2024-01-01,Svíþjóð,44390,690,1145,9805,NA,NA,NA
2024-02-01,Svíþjóð,46275,1805,1240,9505,NA,NA,NA
2022-03-01,Ísland,260,260,145,530,62.22222222222222,42.22222222222222,0.6803118908382066
2022-04-01,Ísland,825,565,95,560,63.333333333333336,40,0.631578947368421
2022-05-01,Ísland,1050,220,145,630,98.33333333333333,77.77777777777777,0.724682994615251
2022-06-01,Ísland,1240,195,140,705,133.33333333333334,115.55555555555554,0.817787041862081
2022-07-01,Ísland,1375,135,155,825,168.33333333333334,153.33333333333334,0.9108910891089109
2022-08-01,Ísland,1515,140,95,645,148.33333333333334,125.55555555555556,0.8226453414572226
2022-09-01,Ísland,1710,180,220,590,128.33333333333334,97.77777777777779,0.7343995938055344
2022-10-01,Ísland,1935,225,270,710,108.33333333333333,70,0.6461538461538462
2022-11-01,Ísland,2110,170,345,870,100.55555555555556,59.44444444444445,0.5810960281548517
2022-12-01,Ísland,2315,205,380,1145,92.77777777777777,48.88888888888889,0.5160382101558573
2023-01-01,Ísland,2485,170,275,1335,85,38.333333333333336,0.4509803921568627
2023-02-01,Ísland,2635,145,310,1500,119.44444444444444,34.44444444444444,0.34785123488923597
2023-03-01,Ísland,2775,135,305,1690,153.88888888888889,30.555555555555557,0.24472207762160914
2023-04-01,Ísland,2870,95,250,1735,188.33333333333334,26.666666666666668,0.1415929203539823
2023-05-01,Ísland,2995,125,275,1715,165.55555555555557,24.444444444444443,0.14995083579154375
2023-06-01,Ísland,3085,90,215,1750,142.7777777777778,22.222222222222225,0.1583087512291052
2023-07-01,Ísland,3230,145,140,1805,120,20,0.16666666666666666
2023-08-01,Ísland,3325,95,90,1815,118.33333333333333,18.88888888888889,0.15942028985507245
2023-09-01,Ísland,3470,140,180,1885,116.66666666666667,17.77777777777778,0.15217391304347827
2023-10-01,Ísland,3615,145,185,1890,115,16.666666666666668,0.14492753623188406
2023-11-01,Ísland,3760,150,175,1970,NA,NA,NA
2023-12-01,Ísland,3875,115,130,1995,NA,NA,NA
2024-01-01,Ísland,3975,95,70,1880,NA,NA,NA
2024-02-01,Ísland,NA,NA,NA,NA,NA,NA,NA
2022-03-01,Liechtenstein,55,55,10,30,1.1111111111111114,0.5555555555555557,0.33333333333333337
2022-04-01,Liechtenstein,175,120,0,30,0,0,0.25
2022-05-01,Liechtenstein,195,30,15,35,0.5555555555555555,0,0.16666666666666669
2022-06-01,Liechtenstein,235,40,0,30,1.111111111111111,0,0.08333333333333331
2022-07-01,Liechtenstein,250,25,5,35,1.6666666666666667,0,0
2022-08-01,Liechtenstein,270,30,5,30,1.1111111111111112,0,0
2022-09-01,Liechtenstein,295,25,10,40,0.5555555555555557,0,0
2022-10-01,Liechtenstein,330,35,0,35,0,0,0
2022-11-01,Liechtenstein,340,20,10,40,0.5555555555555555,0,0
2022-12-01,Liechtenstein,385,45,5,20,1.111111111111111,0,0
2023-01-01,Liechtenstein,410,25,10,25,1.6666666666666667,0,0
2023-02-01,Liechtenstein,435,25,5,25,1.1111111111111112,0,0.16666666666666666
2023-03-01,Liechtenstein,445,20,10,25,0.5555555555555557,0,0.3333333333333333
2023-04-01,Liechtenstein,450,15,5,30,0,0,0.5
2023-05-01,Liechtenstein,455,15,10,30,0.5555555555555555,0.5555555555555555,0.6666666666666666
2023-06-01,Liechtenstein,480,35,5,35,1.111111111111111,1.111111111111111,0.8333333333333334
2023-07-01,Liechtenstein,515,35,10,30,1.6666666666666667,1.6666666666666667,1
2023-08-01,Liechtenstein,520,20,5,35,1.6666666666666667,1.6666666666666667,1
2023-09-01,Liechtenstein,530,10,10,40,1.6666666666666667,1.6666666666666667,1
2023-10-01,Liechtenstein,540,20,5,35,1.6666666666666667,1.6666666666666667,1
2023-11-01,Liechtenstein,565,20,5,30,NA,NA,NA
2023-12-01,Liechtenstein,570,20,5,30,NA,NA,NA
2024-01-01,Liechtenstein,565,15,10,30,NA,NA,NA
2024-02-01,Liechtenstein,595,20,10,35,NA,NA,NA
2022-03-01,Noregur,2180,2240,270,1110,112.77777777777777,95,0.8429909277143693
2022-04-01,Noregur,8800,6760,185,1180,113.33333333333333,88.33333333333333,0.7794117647058825
2022-05-01,Noregur,14450,5770,280,1340,105,79.44444444444444,0.7523122456529783
2022-06-01,Noregur,17200,2780,265,1450,96.66666666666667,70.55555555555556,0.725212726600074
2022-07-01,Noregur,18465,1290,265,1620,88.33333333333333,61.666666666666664,0.6981132075471698
2022-08-01,Noregur,22645,4210,445,1920,110,77.22222222222221,0.7009160514082581
2022-09-01,Noregur,25945,3335,565,2365,131.66666666666666,92.77777777777777,0.7037188952693465
2022-10-01,Noregur,28635,2700,580,2750,153.33333333333334,108.33333333333333,0.7065217391304348
2022-11-01,Noregur,30750,2125,520,3005,168.33333333333334,122.77777777777777,0.7259164535379369
2022-12-01,Noregur,33080,2340,315,3155,183.33333333333334,137.2222222222222,0.7453111679454391
2023-01-01,Noregur,35085,2165,315,3215,198.33333333333334,151.66666666666666,0.7647058823529411
2023-02-01,Noregur,38000,2915,190,3145,197.2222222222222,151.11111111111111,0.7662141779788838
2023-03-01,Noregur,40920,2910,225,3135,196.11111111111111,150.55555555555557,0.7677224736048267
2023-04-01,Noregur,42595,1855,220,3255,195,150,0.7692307692307694
2023-05-01,Noregur,44145,1850,290,3220,208.33333333333334,157.77777777777777,0.7586833969812694
2023-06-01,Noregur,46050,1975,345,3220,221.66666666666666,165.55555555555557,0.7481360247317694
2023-07-01,Noregur,48645,2585,465,3450,235,173.33333333333334,0.7375886524822695
2023-08-01,Noregur,51330,2825,505,3600,260,200,0.7641272020132692
2023-09-01,Noregur,55040,3850,515,3765,285,226.66666666666666,0.7906657515442691
2023-10-01,Noregur,59445,4525,445,3800,310,253.33333333333334,0.8172043010752689
2023-11-01,Noregur,63490,4185,380,3825,286.6666666666667,222.7777777777778,0.7693399044205496
2023-12-01,Noregur,65140,1780,355,3865,263.3333333333333,192.22222222222226,0.7214755077658304
2024-01-01,Noregur,68145,3150,285,3795,240,161.66666666666666,0.6736111111111112
2024-02-01,Noregur,69835,1880,230,3745,NA,NA,NA
2022-03-01,Sviss,15095,15175,1305,7460,801.6666666666666,704.4444444444445,0.8771351637096507
2022-04-01,Sviss,38135,22955,1265,7760,760,655,0.861842105263158
2022-05-01,Sviss,51630,13875,1475,8105,860,737.7777777777778,0.8586284894626504
2022-06-01,Sviss,55965,4775,1725,8730,960,820.5555555555555,0.8554148736621427
2022-07-01,Sviss,57280,2695,1785,9190,1060,903.3333333333334,0.8522012578616353
2022-08-01,Sviss,58810,2825,2045,9710,1048.888888888889,900,0.8581774619510467
2022-09-01,Sviss,59990,2875,2680,10805,1037.7777777777778,896.6666666666666,0.8641536660404585
2022-10-01,Sviss,60600,2355,3210,12455,1026.6666666666667,893.3333333333334,0.8701298701298701
2022-11-01,Sviss,61555,2490,3560,14435,1110.5555555555554,978.8888888888888,0.8799562019901004
2022-12-01,Sviss,62820,2290,2690,15490,1194.4444444444446,1064.4444444444443,0.8897825338503305
2023-01-01,Sviss,63965,2145,2515,16105,1278.3333333333333,1150,0.8996088657105608
2023-02-01,Sviss,65135,1870,1675,15825,1233.888888888889,1112.7777777777778,0.9020196901922903
2023-03-01,Sviss,65755,2215,1885,15485,1189.4444444444446,1075.5555555555554,0.9044305146740199
2023-04-01,Sviss,65645,1210,1650,15470,1145,1038.3333333333333,0.9068413391557496
2023-05-01,Sviss,65500,1290,2045,15455,1165.5555555555554,1057.7777777777778,0.9075074857723413
2023-06-01,Sviss,65190,1270,2390,15885,1186.111111111111,1077.2222222222222,0.9081736323889331
2023-07-01,Sviss,64915,1445,2165,16215,1206.6666666666667,1096.6666666666667,0.9088397790055249
2023-08-01,Sviss,65405,1965,2995,17210,1217.2222222222222,1090.5555555555554,0.896157878690987
2023-09-01,Sviss,65745,1630,3960,18485,1227.7777777777778,1084.4444444444446,0.8834759783764492
2023-10-01,Sviss,66145,1475,3510,19530,1238.3333333333333,1078.3333333333333,0.8707940780619112
2023-11-01,Sviss,66125,1090,3135,20030,NA,NA,NA
2023-12-01,Sviss,66085,765,2240,19935,NA,NA,NA
2024-01-01,Sviss,65585,90,2765,20125,NA,NA,NA
2024-02-01,Sviss,65170,215,2450,19480,NA,NA,NA
2022-03-01,Samtals,1185285,1278495,69040,734870,51819.44444444446,25794.444444444445,0.49777539533637083
2022-04-01,Samtals,2044330,890625,58320,740080,53845,27503.33333333333,0.5107871359148172
2022-05-01,Samtals,2428370,392130,68060,740230,54293.88888888888,27504.444444444445,0.5065845347849667
2022-06-01,Samtals,2639270,221045,72135,746020,54742.77777777777,27505.55555555555,0.5024508560236257
2022-07-01,Samtals,2874675,172205,72430,739000,55191.66666666668,27506.66666666666,0.49838441793749033
2022-08-01,Samtals,3741845,242575,84120,754795,55140.55555555556,27601.66666666666,0.5005692523147913
2022-09-01,Samtals,3972915,201545,97685,780705,55089.44444444445,27696.666666666668,0.5027581408013231
2022-10-01,Samtals,3750635,180405,106400,812295,55038.33333333334,27791.666666666668,0.5049510946915785
2022-11-01,Samtals,3802425,151215,106165,839880,56788.88888888887,29283.333333333343,0.5156525141850913
2022-12-01,Samtals,3911895,122390,88455,860640,58539.444444444445,30775.000000000007,0.5257139061031973
2023-01-01,Samtals,4007315,114775,92405,863670,60290.00000000001,32266.666666666664,0.5351910211754297
2023-02-01,Samtals,4096200,101415,81525,873210,58381.666666666664,31223.888888888883,0.5348235271727235
2023-03-01,Samtals,4005450,106625,91390,874310,56473.33333333333,30181.11111111111,0.5344311966316453
2023-04-01,Samtals,4057390,72860,75265,889825,54565,29138.33333333333,0.5340114236842908
2023-05-01,Samtals,4115565,85275,87270,900480,54408.8888888889,29109.444444444445,0.535012661329848
2023-06-01,Samtals,4165470,88085,92415,918065,54252.777777777774,29080.555555555555,0.5360196610516614
2023-07-01,Samtals,4213515,88070,87610,936630,54096.66666666666,29051.666666666675,0.5370324727339949
2023-08-01,Samtals,4257380,85295,100240,971475,54365.555555555555,29248.88888888889,0.5380040466798831
2023-09-01,Samtals,4293060,81570,108805,1010485,54634.44444444443,29446.111111111113,0.5389660572288546
2023-10-01,Samtals,4318650,83420,123615,1058115,54903.33333333333,29643.333333333336,0.5399186448910207
2023-11-01,Samtals,4362155,69525,116905,1101180,2021.6666666666667,1650.0000000000002,0.8161582852431988
2023-12-01,Samtals,4397615,49375,84375,1124485,2190,1783.3333333333333,0.8143074581430746
2024-01-01,Samtals,4442530,66080,93565,1138275,2358.3333333333335,1916.6666666666667,0.8127208480565371
2024-02-01,Samtals,4350840,57825,70910,351540,NA,NA,NA
